gho_(code),indicator,gho_(url),year_(display),startyear,endyear,region_(code),region_(display),country_(code),country_(display),dimension_(type),dimension_(code),dimension_(name),numeric,value,low,high
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2007,2007,2007,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,9.66964,9.7,8.07496,11.39675
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,33.1,33.1,26.2,40.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,4.6,4.6,2.5,8.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,29.5,29.5,26.3,33.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,Wealth - Bottom 80%,26.0,26.0,24.2,27.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,10.6,10.6,8.2,13.6
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1996,1996,1996,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.70191,10.7,7.97117,13.81873
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,21.8,21.8,17.0,27.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,6.6,6.6,3.4,12.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2022,2022,2022,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,7.69581,7.7,5.78027,9.86142
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,3.7,3.7,2.5,5.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-41,36 to 41 months,8.6,8.6,6.3,11.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,9.1,9.1,7.6,10.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,25.6,25.6,18.8,34.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,17.1,17.1,13.9,20.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,13.22417,13.2,10.2911,16.35702
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2017,2017,2017,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,10.6243,10.6,8.5066,13.03599
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,8.3,8.3,6.5,10.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.6,8.6,5.4,13.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,24.4,24.4,19.1,30.6
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,10.66672,10.7,8.64475,12.83704
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_MIDDLE60,Wealth - Middle 60%,24.7,24.7,22.6,26.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS48-59,48 to 59 months,10.8,10.8,8.6,13.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,6.7,6.7,4.8,9.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,16.3,16.3,13.8,19.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS0-5,0 to 5 months,9.8,9.8,7.3,13.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,22.2,22.2,19.4,25.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),17.9,17.9,16.6,19.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS48-53,48 to 53 months,14.6,14.6,11.3,18.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.7,10.7,9.2,12.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,6.7,6.7,5.1,8.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,20.0,20.0,15.9,24.9
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2008,2008,2008,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,11.57996,11.6,8.82641,14.62937
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2009,2009,2009,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,14.3,14.3,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,19.3,19.3,14.3,25.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,12.4,12.4,8.6,17.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,13.5,13.5,11.9,15.2
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),3.5,3.5,2.3,5.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.27269,8.3,6.77399,9.9485
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,23.0,23.0,19.0,27.6
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS42-47,42 to 47 months,7.3,7.3,5.1,10.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,28.9,28.9,23.3,35.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,21.4,21.4,20.1,22.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1995,1995,1995,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,14.29584,14.3,9.13627,20.16421
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,9.3,9.3,7.9,11.0
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,23.5,23.5,20.2,27.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1996,1996,1996,AFR,Africa,RWA,Rwanda,WEALTHTERCILE,WEALTHTERCILE_TOTL,Total,22.6,22.6,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,18.3,18.3,16.3,20.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,10.2,10.2,9.1,11.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,10.97613,11.0,9.34744,12.70091
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,13.1,13.1,8.8,18.9
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1990,1990,1990,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,17.05079,17.1,10.79089,24.10417
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,16.0,16.0,12.5,20.4
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1991,1991,1991,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,11.22421,11.2,7.66679,15.38308
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2012,2012,2012,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,10.9,10.9,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS36-41,36 to 41 months,20.5,20.5,16.5,25.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2004,2004,2004,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,10.12819,10.1,8.30306,12.13385
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2005,2005,2005,AFR,Africa,RWA,Rwanda,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,17.9,17.9,16.6,19.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,10.5,10.5,7.5,14.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,20.3,20.3,19.1,21.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,22.5,22.5,17.1,29.1
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2015,2015,2015,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,8.3,8.3,4.7,14.3
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2020,2020,2020,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,8.56754,8.6,7.09209,10.21488
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,21.8,21.8,19.4,24.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2000,2000,2000,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,26.0,26.0,22.5,29.8
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,SEX,SEX_MLE,Male,25.4,25.4,23.2,27.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,3.3,3.3,1.9,5.6
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,AFR,Africa,RWA,Rwanda,SEX,SEX_BTSX,Both sexes,11.45138,11.5,9.54042,13.41957
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1996,1996,1996,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,22.6,22.6,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,1992,1992,1992,AFR,Africa,RWA,Rwanda,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,25.1,25.1,23.3,26.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,11.9,11.9,10.6,13.3
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2010,2010,2010,AFR,Africa,RWA,Rwanda,SEX,SEX_FMLE,Female,10.7,10.7,8.0,14.2
